45,20211106,20220105,0
45,20220507,20220618,0
45,20220702,20220708,0
45,20220721,20220826,0
103,20220414,20220418,0
103,20220430,20220430,0
103,20220610,20220610,0
103,20220629,20220702,0
103,20220708,20220710,0
103,20220716,20220716,0
103,20220717,20220722,0
103,20220730,20220805,0
103,20220806,20220812,0
103,20220813,20220819,0
103,20220820,20220826,0
103,20220903,20220903,1
103,20220917,20220917,0
103,20221001,20221001,0
103,20230715,20230721,1
114,20211230,20220101,0
114,20220413,20220419,0
114,20220514,20220527,0
114,20220528,20220603,0
114,20220604,20220617,0
114,20220623,20220629,0
114,20220702,20220715,0
114,20220716,20220722,0
114,20220723,20220805,0
114,20220806,20220819,0
114,20220820,20220826,0
114,20220827,20220909,0
114,20230722,20230728,1
121,20211231,20220102,0
121,20220525,20220529,0
121,20220624,20220625,0
121,20220711,20220722,0
121,20220723,20220729,0
121,20220801,20220814,0
121,20220817,20220823,0
121,20220828,20220910,0
121,20220916,20220920,0
121,20220930,20221002,0
156,20211230,20220101,0
156,20220102,20220102,0
156,20220106,20220106,0
156,20220408,20220413,0
156,20220414,20220418,0
156,20220418,20220421,0
156,20220422,20220423,0
156,20220424,20220424,0
156,20220430,20220430,0
156,20220506,20220506,0
156,20220507,20220513,0
156,20220514,20220520,0
156,20220527,20220527,0
156,20220528,20220603,0
156,20220604,20220610,0
156,20220604,20220609,0
156,20220610,20220610,0
156,20220610,20220610,0
156,20220611,20220617,0
156,20220618,20220627,0
156,20220629,20220702,0
156,20220702,20220708,0
156,20220708,20220710,0
156,20220708,20220710,0
156,20220709,20220722,0
156,20220716,20220722,0
156,20220716,20220716,0
156,20220717,20220722,0
156,20220723,20220729,0
156,20220730,20220805,0
156,20220730,20220805,0
156,20220806,20220812,0
156,20220806,20220812,0
156,20220806,20220812,0
156,20220813,20220819,0
156,20220813,20220819,0
156,20220813,20220819,0
156,20220820,20220826,0
156,20220820,20220826,0
156,20220822,20220826,0
156,20220827,20220902,0
156,20220903,20220909,0
156,20220903,20220909,1
156,20220903,20220903,1
156,20220910,20220916,0
156,20220917,20221001,0
156,20220917,20220917,0
156,20221001,20221001,0
156,20221002,20221008,0
156,20221010,20221016,0
156,20221017,20221024,1
156,20221029,20221107,0
156,20230513,20230522,1
156,20230527,20230602,1
156,20230603,20230609,1
156,20230610,20230616,1
156,20230617,20230623,1
156,20230624,20230630,1
156,20230701,20230707,1
156,20230715,20230721,1
156,20230715,20230728,1
156,20230812,20230818,1
156,20230909,20230915,1
156,20230916,20230922,1
156,20230923,20230929,1
